REF	Feature Numbers	SystematicName	ccRCC-1	ccRCC-2	ccRCC-3	ccRCC-4	ccRCC-5	ccRCC-6	ccRCC-7	ccRCC-8	ccRCC-9	ccRCC-10	ccRCC-11	ccRCC-12	ccRCC-13	ccRCC-14	ccRCC-15	ccRCC-16	ccRCC-17	ccRCC-18	ccRCC-19	ccRCC-20	ccRCC-21	ccRCC-22	ccRCC-23	ccRCC-24	ccRCC-25	ccRCC-26	ccRCC-27	ccRCC-28	ccRCC-29	ccRCC-30	ccRCC-31	ccRCC-32	ccRCC-34	ccRCC-35	ccRCC-36	ccRCC-37	ccRCC-38	ccRCC-39	ccRCC-40	ccRCC-41	ccRCC-42	ccRCC-43	ccRCC-44	ccRCC-45	ccRCC-46	ccRCC-48	ccRCC-49	ccRCC-50	ccRCC-51	ccRCC-52	ccRCC-53	ccRCC-54	ccRCC-55	ccRCC-56	ccRCC-58	ccRCC-59	ccRCC-60	ccRCC-61	ccRCC-62	ccRCC-63	ccRCC-64	ccRCC-65	ccRCC-66	ccRCC-67	ccRCC-68	ccRCC-69	ccRCC-70	ccRCC-71	ccRCC-72	ccRCC-73	ccRCC-75	ccRCC-76	ccRCC-77	ccRCC-78	ccRCC-79	ccRCC-80	ccRCC-81	ccRCC-82	ccRCC-83	ccRCC-84	ccRCC-85	ccRCC-86	ccRCC-87	ccRCC-88	ccRCC-89	ccRCC-90	ccRCC-91	ccRCC-92	ccRCC-93	ccRCC-94	ccRCC-95	ccRCC-96	ccRCC-97	ccRCC-98	ccRCC-99	ccRCC-100	ccRCC-102	ccRCC-103	ccRCC-104	ccRCC-105	ccRCC-106
A_33_P3326898	33	A_33_P3326898	4.200125812	4.953354399	5.054638164	4.168620746	3.776845018	4.709437972	4.852836204	3.934559804	4.480876016	4.612241555	4.191140647	3.925194968	5.000367788	4.360559363	4.537414159	4.353056948	4.469126476	4.248204211	4.180557473	4.440224519	4.585929161	4.428244973	4.209172896	4.671972261	3.980752776	4.195990451	4.427836591	4.246247923	4.249288746	5.113465096	4.254796644	3.597716622	4.464405107	4.280806738	5.039807088	2.849801375	3.952573164	4.306625213	4.439160507	5.966374116	3.274418475	3.938698939	4.126273566	5.138460815	3.958318925	4.560489568	4.271530516	4.466969618	4.469826419	4.456224777	3.962088917	3.873458292	5.147406733	5.429228423	4.357121402	4.372774207	4.56196537	4.041381939	4.626283558	4.624815984	5.001978398	5.248867875	3.89531661	4.526609148	3.900932706	4.517553805	4.659904275	4.746077497	3.046998549	4.067821465	4.619505908	3.978508726	4.144144395	4.610701278	4.273686725	4.340287774	5.047308783	4.005083967	4.061430072	4.549905802	4.52798954	5.081478819	4.074858716	4.63913537	4.355614567	4.809896748	4.619150348	4.401735555	5.393050174	3.640975477	4.579650906	4.327136779	4.604652413	4.519832285	4.391547104	4.206556993	4.879272815	4.614772243	4.261676105	4.450004168	4.518621079
A_24_P67898	34	ENST00000370094	9.503014591	8.212280419	9.350935281	9.335976187	9.784769452	8.845119876	8.487249889	9.099639693	11.20401143	9.952395014	9.197913292	9.184365124	8.961175957	9.311893896	7.950202052	9.562049803	8.507778249	8.729970446	9.116942499	8.720500093	9.06930258	8.40678345	8.977154256	9.151221483	9.007632174	9.082483583	8.697061237	8.192417592	8.861794343	9.235954644	8.629074908	8.840953963	9.311893896	9.167895082	9.909549982	8.561513006	8.350105461	8.865802267	9.675838944	7.977855569	7.747045353	8.925228421	10.13330415	8.939667022	9.586912388	8.705671129	8.396355356	10.21549624	7.969855617	9.18459619	7.874331747	9.234168172	8.557661737	8.151047896	8.181088728	8.801866794	9.975500701	9.534937684	10.21247177	9.045764282	9.009009643	8.648084559	8.86406042	8.806514505	9.202307376	7.893376875	9.142109401	9.462062693	8.207998328	9.266826825	10.17435739	9.213280492	8.845595033	8.869062761	8.958702338	8.257368306	9.570315714	10.1534187	9.278380417	8.275694312	9.099639693	9.029775667	9.098225112	8.637250886	8.859723674	8.08627995	9.597820335	9.143295627	8.675435788	9.632730729	8.113445139	8.953737791	9.064993025	7.88507006	9.46255827	8.929330258	8.291990835	8.823844854	8.774080321	8.326451695	8.254827327
A_24_P28657	35	NM_015446	8.797829437	8.061881137	8.680251353	8.914416487	8.113883866	8.661176854	8.718928651	8.683621578	8.800540198	8.485831799	8.166728545	8.284053757	7.881715245	8.705036684	9.468440434	8.9318466	8.459355864	8.148927848	9.128674796	8.876157934	8.776601638	8.312238221	8.246670407	8.00561914	8.63331124	8.189233562	8.245596866	8.788992569	8.479791053	8.973445563	8.281499993	8.292405231	8.257368306	8.289064815	7.898213119	8.297036387	8.365351545	7.905156903	8.630225263	9.428150551	8.224705915	9.098007138	8.393512813	8.214482642	8.322597184	8.015216504	8.273488817	8.550239143	8.510125252	8.402431775	8.815553487	8.07908744	8.799548049	8.469188001	8.202313369	7.918710522	9.000646763	8.084204354	8.31488056	8.866258743	8.187761112	8.730870137	8.693653084	8.137401107	8.233452637	8.753868049	8.084416093	8.201001633	8.764658101	8.449718655	7.727298987	8.360746898	8.43922411	8.721702377	8.224705915	8.124849292	8.308766334	8.379812393	8.798482406	8.627096032	8.690323835	8.941176611	8.52516052	8.00009766	8.146986035	9.407064129	8.747456841	8.355256833	8.120210031	8.209657238	8.132861767	8.366769819	8.763056822	8.401519746	8.289064815	8.185345598	8.236566507	8.274862665	8.169070986	8.342912805	8.81986725
A_33_P3344292	36	XR_040192	4.183531997	5.282105564	6.711948671	3.656467068	4.542430812	2.888863926	5.31810378	4.940371911	4.797782155	4.445147588	4.804218475	2.99881447	4.960428342	3.074341447	4.067821465	4.487269322	4.099047901	3.794423024	4.172847187	4.495412535	4.230667396	3.749258037	4.60895525	5.319752633	4.389785702	4.387988373	4.787597253	3.377824385	4.622881709	4.215400466	4.581832289	4.68505512	3.771805766	4.814497137	4.40501441	2.895464398	2.906306509	4.455886671	4.375455043	4.719960352	2.943307877	4.654463353	4.231862877	3.140502192	4.295265653	4.259042515	4.272511434	4.872987054	4.837491348	3.146663389	5.354193698	4.316784524	4.791221243	4.814497137	4.980181387	4.703085479	5.151511037	4.955521143	3.964574766	3.117943726	5.151825285	3.308922122	4.988000545	4.645716586	5.435673853	5.66172373	3.344064675	4.472324985	3.100349525	3.593801057	5.10377281	4.633916528	4.748464971	5.154970209	3.101242808	4.189394698	4.347803684	4.082275184	4.970953135	4.155057515	4.696769666	5.22645128	3.684168571	4.972656441	3.951092086	4.122168245	3.831636179	3.961768591	5.322883135	5.220607032	4.431151887	4.767026721	4.462090551	4.347425618	4.198572022	4.359459773	4.338923173	4.602389005	4.325390486	4.868439182	4.350016523
A_33_P3317618	37	NM_003178	2.775036381	2.676760697	2.597594043	2.74059842	2.599614676	2.903017119	3.835467539	2.757720251	2.512926949	2.542904583	2.593623315	2.714505779	2.553274059	4.129558747	3.124173656	2.471144337	2.523361531	2.812949625	2.535834467	2.655303572	2.602703729	2.735457473	5.1230533	2.633055846	2.626456663	2.69936273	2.512875593	2.624056873	2.603939835	3.759701244	2.633475219	2.524620191	6.079944352	2.663364798	2.61880485	6.784694963	6.211715046	6.729440766	3.219390532	5.361691005	2.725520161	3.141625884	2.72505028	2.918927595	3.3737285	3.189753296	7.084794477	3.396498397	2.812584294	2.78810475	2.659957749	2.591772183	4.123326633	2.717210568	2.594528227	2.816395157	4.696038797	2.649036219	3.300781801	2.74008727	2.600789074	3.110221225	2.610945794	2.630504598	2.553976645	2.481922995	3.361364993	2.545450877	3.117267175	2.549943064	2.545386209	3.146988948	2.698936033	2.550229576	3.122241937	2.966525766	6.827086239	3.091972915	3.378450835	4.263542555	2.579360042	3.239855482	2.66694606	6.25136775	2.931325505	8.195883274	2.814496185	2.574853206	2.503237603	6.450132162	2.65671559	2.734830135	2.514408497	9.0831185	3.097366139	2.936886713	2.671541862	2.527456051	2.479816764	2.687234393	2.602026214
A_23_P2873	39	NM_182923	8.474612688	9.220805763	8.708847874	9.545016285	8.55371912	9.158027818	9.571993043	9.231918234	7.806525076	9.546327384	9.89510851	8.952253653	9.058138893	9.067116583	8.468924702	9.895830027	9.284947325	9.225394326	9.335976187	8.816019399	9.392845439	8.77703674	9.012383328	8.705253323	9.343315205	9.289641987	9.900569691	9.859469371	9.065709688	9.644372557	9.514249205	8.864532039	9.019444105	9.676310296	8.193486398	8.898020519	9.559582576	9.989533204	9.324532096	10.43853473	9.384559179	8.104222508	9.952076111	8.602892576	9.075352815	9.052885641	8.347489777	8.410013862	9.184130572	8.972974162	9.055401212	9.401630404	8.924118589	8.094787499	8.779121221	9.472902376	9.55171859	8.994633332	9.228249215	9.38257599	9.10994077	9.105955762	9.689744816	9.28085221	8.377016489	8.108251887	10.03706794	9.098225112	9.50846878	9.761861728	8.501037868	9.470617922	9.548433827	9.411983583	9.928360593	8.524977252	8.638115957	9.063845412	8.743545181	7.981769381	9.235954644	9.291010196	9.157358812	9.278150048	9.464521891	8.770905482	9.412455596	9.991355136	8.956321209	8.527422188	9.845769497	9.343781007	8.824255041	9.266826825	9.887646004	9.248945184	8.760103017	10.09697219	9.613870404	9.364537936	8.889831882
A_23_P171095	40	NM_001145073	5.544236759	5.707117771	5.506280602	5.162376081	5.212871717	6.428504824	5.725047387	5.841428045	2.502921674	3.17799476	5.705446026	5.143448974	4.197882331	5.462569826	5.968522486	5.019247185	5.591252582	5.418072907	5.055010823	5.916996115	5.963872477	5.533630412	5.3367564	6.6401973	5.623152735	5.006156956	5.104761581	6.011055173	5.327321138	5.971449083	5.636357408	4.949000662	5.766659424	4.641678167	4.229840117	5.504935614	6.188028608	5.1099232	5.634280402	6.459816598	6.007594588	5.664086187	5.615992929	3.919128289	5.217516889	5.308425305	3.700808247	6.297947122	6.154976432	5.794129013	5.92657221	4.860924096	4.80848606	6.003577735	5.534293114	5.247474269	5.492952179	5.910062692	5.354936265	5.971141085	4.244030895	3.146663389	4.810184529	5.824258592	6.374550664	5.790255331	4.155846536	6.171347833	5.780175698	6.499295245	4.777655507	5.336076343	5.71326589	5.667716492	5.199885993	5.288474061	4.021819802	4.479849496	5.097984077	5.333776976	5.750444226	6.662992781	6.151533214	5.310422166	5.680752053	6.035811936	5.786089066	6.004260908	5.975461855	4.861289684	4.562724317	6.19761811	6.044624339	5.178515096	5.686209209	5.430157358	5.108879437	5.182669052	5.011909726	5.443259154	6.108443107
A_33_P3223631	41	ENST00000339041	7.790522617	10.21219328	9.986360102	7.899158619	8.163345192	7.331145276	9.34680144	8.646929188	9.734614702	9.045764282	9.085497487	7.940909343	10.04866352	8.574922623	8.184619232	8.899181772	8.024280391	8.368165579	8.977398045	8.412856609	8.44848407	8.909159272	9.557397421	8.892189336	8.604075491	11.77863049	9.00041418	7.702841552	8.681018308	8.541644495	8.669787033	9.266616663	8.497971262	9.145348701	9.771513151	9.321025051	7.673264856	8.864320624	8.438960657	8.807516756	8.343340156	8.741256318	7.980154663	7.986293066	8.549206722	8.956589548	9.138749997	8.745139614	8.516491411	7.699837055	9.211057035	8.543684508	8.576237468	10.60706845	8.934378896	8.514090599	8.855886772	8.902342838	8.207998328	8.05103878	12.02636798	9.000850371	8.94466687	8.273238791	9.318709297	9.331062707	8.840500729	8.449427162	8.140773226	7.621918181	10.38088057	9.851986844	8.796016571	9.234168172	10.39246532	8.750508839	8.643286528	8.115850912	8.357827084	9.009506414	7.939224017	8.939398977	7.79509716	9.07465083	8.745857328	8.742138905	8.44894581	8.625327772	9.095709937	9.25132172	9.315816615	8.834405063	8.84311014	8.845350033	8.122835214	8.404713328	8.473708984	9.822090138	9.52694925	8.90979844	9.049888581
A_23_P213014	42	NM_001001290	8.692307405	12.0635185	9.465476997	8.977877909	10.25417506	9.521789999	8.771617975	9.795117475	7.146535126	7.49518684	9.390319502	10.65292462	8.34265747	9.8374022	9.296595454	9.318709297	9.028401185	9.066887593	8.856604	8.246670407	8.930472473	10.09608391	9.154066495	10.42415574	9.392137962	8.823156338	10.14292303	8.558508973	9.067116583	6.58542614	9.319867675	10.32133966	9.858205114	9.72587337	9.319149648	9.471404314	11.15399446	10.94900931	11.19917649	6.193830031	11.27679631	8.984522062	7.988723195	10.43219371	9.062928889	9.506753572	10.07172905	10.41371461	10.44459456	9.129581788	8.978077041	9.72541185	8.108039448	8.521213166	9.461773829	8.838713797	9.044838647	9.868862533	9.903857133	10.67160963	8.960707257	9.415591877	8.304438885	9.376632422	9.350935281	11.10583419	8.780523582	9.960931567	10.24404232	9.412455596	9.512281894	8.637006947	9.118838413	9.007146512	9.213066172	11.5497438	7.568763262	9.023105838	8.803804695	9.556082072	9.381323062	10.16545525	10.50226447	9.695582773	9.963788883	8.838013793	10.23800476	9.966587541	11.2473507	10.28590424	7.890745249	9.691063203	7.938838227	10.71289632	8.060084289	10.20005329	9.813243248	8.61121853	9.235057209	10.28619649	10.71821695
A_23_P256455	43	NM_002947	12.74594199	12.50857214	11.83027255	11.9693902	12.5048908	11.81396503	12.00468403	11.66895816	12.45102103	12.25076615	11.88278907	12.58417133	12.0410006	13.06026799	12.42095669	11.91240138	12.6033121	12.39704394	12.52066484	12.51997717	12.86116546	12.46365847	12.49700432	12.96507967	12.09786721	11.85489194	11.62554132	11.58581303	12.56387439	12.57621464	12.40355536	12.26592168	12.1231432	12.2568111	10.88587328	11.97227817	12.51491304	12.18158291	11.94302488	13.36476651	11.98590672	12.15371562	11.75759872	12.47087873	12.16673332	12.48641906	12.2568111	11.3554108	12.42590137	12.43869921	11.45756702	12.06768123	12.6214629	12.31105994	12.69180012	12.12241026	11.75014593	12.37204433	11.49531431	11.93648199	12.51561227	12.24495183	12.03334696	11.60372411	12.37849661	12.13598311	11.28124875	12.39405206	12.35167928	12.2219355	12.92860136	12.2016371	12.57778385	12.942552	11.61407817	12.45562713	12.42244011	11.74778324	12.39914877	12.87158862	12.16853423	12.88180818	12.42095669	12.50118483	13.17714677	13.01484908	12.27866219	11.87433817	12.92775035	12.14917373	11.94764741	11.99839305	12.38683701	12.67744963	11.60464983	11.90039373	12.10194296	12.54972346	11.98491535	12.98359498	12.81746955
A_33_P3217009	44	XM_001721424	4.997572653	5.833162286	5.239971775	4.854581864	4.850435768	4.868779502	5.481142717	5.719714499	5.809171291	5.327000286	4.972656441	5.213920304	5.207447288	5.413997541	5.329795821	4.623601766	5.076166549	4.888847314	4.963106808	5.331182475	5.056690463	5.59577916	5.889099876	5.870288438	5.566364893	6.183591279	4.959672054	4.966921492	5.669376128	5.928410876	5.46931186	5.399077102	5.719412321	5.31108506	5.847684839	7.861994672	5.314684393	5.522908812	5.25629399	5.19374976	5.499209808	5.784179953	5.407894007	4.970953135	5.222538973	5.660697089	5.583634548	5.989187755	5.352780908	5.414926237	6.757564756	4.755521844	6.055172761	6.202439568	5.679467657	5.441198938	6.582554588	5.808835444	4.863361417	4.952317538	5.814301233	5.513723791	5.052374421	5.313951012	5.368459502	5.633286596	5.557755671	4.844218963	5.114453496	4.914150138	4.699712629	5.633286596	5.213227909	5.372492955	5.428821579	5.828586784	5.646156468	5.111948304	5.032364212	6.666056203	5.418803101	6.834671052	5.269432215	5.917704471	5.803127844	6.014319247	5.895483996	4.909730587	6.954604909	5.1012913	5.443259154	5.550921784	5.548265861	5.387614191	4.990502004	5.255275935	5.265925734	4.938266175	4.596420037	5.257321677	5.375691009
A_23_P112846	46	NM_001144978	3.127161542	3.933009551	4.202421416	3.427835897	4.718324497	4.638358076	4.93085721	3.122587567	3.739331584	5.711925625	3.507253017	3.580680003	3.329500689	3.280978116	5.388672993	3.623467195	3.552469513	3.356693858	4.135573913	5.390984941	4.992358136	3.57353166	3.033380692	2.679766789	4.282421244	4.256423111	3.523014742	4.810184529	4.561224246	3.102878459	3.377824385	3.315646912	4.025742924	4.186903025	2.662119651	3.635140871	3.055572489	3.26898073	4.249288746	4.525404529	3.834731918	5.086790989	4.772726311	3.095639347	3.742756808	4.149750103	3.588075744	4.459906772	5.115477869	3.458920565	4.825819625	4.092216721	4.299558196	2.766707602	4.218065457	3.57466089	4.610338912	4.72633411	4.115452481	3.821876578	3.387535411	3.225931574	4.311574193	3.954377502	3.228472201	2.47120601	3.566697954	3.64590528	4.522801523	4.963414307	3.56151443	3.887090777	4.766280297	4.001242733	3.361364993	3.135390636	3.302735959	3.225272487	4.539334066	3.638511767	4.513957586	4.670845013	3.719938954	4.220565291	4.080990689	3.298280994	3.58493307	3.677317	4.838858189	3.644519004	4.044791782	3.277894595	3.375102797	3.098338657	4.182413075	3.07599384	3.891380581	3.008999349	2.732046658	4.664688929	4.0338885
A_24_P99639	47	NM_178170	4.624815984	7.467312613	4.781585748	3.674447081	6.067613847	5.854192234	4.89788862	4.316423336	3.346213019	4.027305624	4.965379456	5.210549112	2.916135231	4.958182461	5.42014652	4.287846856	5.052025426	5.547304294	5.394332985	5.746365665	5.075477272	5.06493163	4.391912031	3.579610608	5.416506497	4.506582482	4.855279393	4.788589978	5.132322747	5.640556191	5.299416672	3.679228753	5.120949776	4.402345312	4.460288179	5.18883206	5.399645275	4.813071425	6.01801465	5.393335742	5.339175867	5.198931871	4.993115851	5.196797874	6.161680978	4.914601572	4.724763887	5.476870057	6.155842542	4.150476348	4.996883997	5.352780908	5.032016112	5.215539604	5.116443485	4.637754233	4.237255848	4.483804385	4.292405014	5.934652787	3.625830705	4.841321219	5.178844736	5.564705219	4.634658193	4.750618691	3.588755268	6.326946872	5.033450402	5.242400931	4.830666452	5.581941029	6.041195685	5.367862947	3.81965874	6.56005265	5.328379875	3.239506497	4.794430925	6.406222726	5.916996115	4.495412535	6.361675681	5.019915284	5.588939842	4.874022323	4.799968644	5.422820935	5.586937202	5.183720137	4.245927395	5.130592222	6.697831699	6.252850764	4.441938071	4.791221243	5.086790989	4.23303903	4.743920025	5.399077102	4.099047901
A_23_P31135	48	NM_005891	9.132067767	10.52613717	8.991568002	10.2828523	10.17787445	9.778713019	10.45737355	9.543535367	10.06522123	10.78873408	9.675268227	10.04606044	9.391144947	10.26548537	9.45080271	9.811679262	10.2800002	8.959552434	9.793319895	9.921113467	8.707454656	9.971740223	10.32904228	9.614919029	9.07423503	9.537611888	9.377379787	9.5114864	9.947648788	10.0714297	10.09328851	9.434083501	9.777747738	9.095498118	8.881399771	10.86491286	9.649394933	10.60445004	9.962452799	11.10962211	9.140137865	9.828800831	10.15889093	9.944273787	10.43518643	9.472902376	10.13996407	8.594650794	9.180316341	9.605059217	9.505756695	9.7316651	10.93034349	10.37217754	9.898223002	9.676310296	9.557143442	10.20885353	10.3736035	9.374810753	9.126394436	10.2494558	10.16135205	9.750061884	9.402340899	9.533324625	9.496776494	9.566743153	9.982904001	9.865165873	9.64969106	9.952395014	9.737231796	9.545287485	9.957780057	10.37217754	10.67531704	10.11805043	9.315029513	9.086232374	10.29342796	9.145348701	9.748751021	9.824334047	10.42441826	9.042699473	10.06573587	9.401630404	10.20478559	9.94012025	9.721634543	10.47016475	10.05684411	9.577217841	9.838423487	9.164186568	10.23882468	10.07954067	9.80953594	9.866998063	9.711946635
A_23_P105705	49	NM_020996	2.957900057	2.738505141	2.647850942	2.863953826	2.674073427	3.116985644	2.648394049	2.932648359	2.478630277	2.57528736	2.637579504	2.848690916	2.579205362	3.346884421	3.358615381	2.480682424	2.55305649	2.985837694	2.573445724	2.74114643	2.658824257	2.888863926	2.533914055	2.703699157	2.685791509	2.783344556	2.545782436	2.709625366	2.645715475	2.649608434	2.661432606	2.579739652	2.898106976	2.723815273	2.681847641	3.137114712	3.110509747	3.336473624	3.431956622	2.68123509	2.803631671	3.393080448	2.859547813	3.175558645	2.761171467	3.428445209	3.649954394	3.707695134	3.029384857	2.989289101	2.656509005	2.649158481	4.353056948	2.787365642	2.65331649	2.995556942	2.547547843	2.720199326	3.051375146	2.885032762	2.677135836	3.26898073	2.681847641	2.684423836	2.60955027	2.469489683	3.632698863	2.580351877	3.366968596	4.023980174	2.548138167	3.413753785	2.782624409	2.579513521	3.431956622	3.199584253	3.157822408	3.272530776	3.56032403	2.607587476	2.628657182	2.570273722	2.745993367	2.772918804	2.794980562	3.340394809	3.023808634	2.64462673	2.529356248	2.542622165	2.73063176	2.84807249	2.550018523	2.619398342	2.675737494	3.136842729	2.770918791	2.552058059	2.492634565	2.757327572	2.651063937
